"ID","Site","TR","QUAD","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","date","H","W","FRL","PC","FLA","notes","x.2","trip","genoSuspect"
"p508","TWM","2",NA,NA,NA,NA,"CR","SO",0,15,"119",NA,NA,NA,NA,"18",3,10,"chewing","605","6/23/24",380,20,"57",NA,NA,"","-12",1,""
"p509","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"22",2,5,"chewing","590","6/23/24",50,29,"",NA,NA,"","-140",1,""
"p510","TWM","2",NA,NA,NA,NA,"CR","SO",0,11,"78",NA,NA,NA,NA,"22",0,0,"","588","6/23/24",269,13,"49",NA,NA,"","-144",1,""
"p511","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","592.5","6/23/24",15,15,"",NA,NA,"","-47.5",1,""
"p512","TWM","2",NA,NA,NA,NA,"CR","SO",0,21,"157",NA,NA,NA,NA,"29",5,20,"chewing","575","6/23/24",513,23,"54",NA,NA,"gall fruits","-25",1,""
"p513","TWM","2",NA,NA,NA,NA,"CR","SO",0,21,"193",NA,NA,NA,NA,"33",0,0,"","587","6/23/24",460,25,"57",NA,NA,"","-90",1,""
"p514","TWM","2",NA,"1",NA,NA,"KM","FS",6,12,"92",NA,NA,NA,NA,"MISSING",NA,NA,"","657","6/23/24",265,11,"46",NA,"1","","4",1,""
"p515","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"26",0,0,"","571","6/23/24",38,39,"",NA,NA,"2 neighbours to NE","-122",1,""
"p516","TWM","2",NA,NA,NA,NA,"KM","FS",1,1,"19",NA,NA,NA,NA,"10",0,0,"","498","6/23/24",114,7,"1",NA,NA,"nail to E","16.3",1,""
"p517","TWM","2",NA,NA,NA,NA,"CR","SO",0,18,"140",NA,NA,NA,NA,"25",1,5,"chewing","556","6/23/24",357,21,"54",NA,NA,"","-145",1,""
"p518","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","531","6/23/24",51,34,"",NA,NA,"nail to SE","-129.8",1,""
"p519","TWM","2",NA,NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","533.6","6/23/24",22,19,"",NA,NA,"","-155.7",1,""
"p520","TWM","2",NA,"1",NA,NA,"KM","FS",7,5,"71",NA,NA,NA,NA,"18",0,0,"","455.2","6/23/24",237,16,"27",NA,"1","BWR","43.6",1,""
"p521","TWM","2",NA,"1",NA,NA,"KM","FS",6,24,"234",NA,NA,NA,NA,"17",1,20,"window","417","6/23/24",455,36,"59",NA,NA,"","2.3",1,""
"p522","TWM","2",NA,NA,NA,NA,"CR","SO",0,4,"43",NA,NA,NA,NA,"19",0,0,"","533","6/23/24",261,19,"57",NA,NA,"","173",1,""
"p523","TWM","2",NA,"1",NA,NA,"CR","SO",0,2,"14",NA,NA,NA,NA,"12",0,0,"","514","6/23/24",166,17,"18",NA,NA,"nail 4cm ot S","-172.5",1,""
"p524","TWM","2",NA,"1",NA,NA,"CR","SO",0,4,"70",NA,NA,NA,NA,"18",2,10,"chewing; eggs under leaf","520","6/23/24",295,225,"62",NA,NA,"","-148.5",1,""
"p525","TWM","2",NA,NA,NA,NA,"KM","FS",10,6,"40",NA,NA,NA,NA,"15",0,0,"","394","6/23/24",223,13,"52",NA,NA,"","175",1,""
"p526","TWM","2",NA,NA,NA,NA,"KM","FS",3,6,"86",NA,NA,NA,NA,"18",0,0,"","271","6/23/24",244,10,"38",NA,"1","3 galls","-18",1,""
"p527","TWM","2",NA,"1",0,"1","CR","FS",2,8,"101",NA,NA,NA,NA,"28",0,0,"","88","6/23/24",443,25,"56",NA,"1","nail 6cm to S","-242",1,""
"p528","TWM","2",NA,"1",0,"0","KM","SO",4,13,"169",NA,NA,NA,NA,"29",2,5,"chewing","60","6/23/24",355,13,"46",NA,NA,"plus 1 gal","-188",1,""
"p529","UTWM","str1",NA,"1",175,"1","MS","FS",2,10,"124","5","10","0",NA,"32",0,0,"",NA,"6/24/24",527,55,"45","1","1","",NA,1,""
"p530","UTWM","str1",NA,"1",176,"1","CR","FS",5,3,"49","5","11","0",NA,"14",0,0,"",NA,"6/24/24",292,63,"12","1","1","",NA,1,""
"p531","UTWM","str1",NA,"1",177,"1","MS","FS",7,8,"127","5","10","0",NA,"32",0,0,"",NA,"6/24/24",522,50,"45","1","1","",NA,1,""
"p532","UTWM","str1",NA,"1",181,"1","MS","FS",9,13,"207","5","10","0",NA,"52",0,0,"",NA,"6/24/24",680,70,"56","1","1","1 flower gall",NA,1,""
"p533","UTWM","str1",NA,"1",180,"1","CR","FS",4,16,"146","5","11","0",NA,"35",1,5,"chewing",NA,"6/24/24",670,59,"49","1","1","",NA,1,""
"p534","UTWM","str1",NA,"1",182,"1","CR","FS",3,6,"86","5","10","0",NA,"25",0,0,"",NA,"6/24/24",508,36,"39","1","1","silver moth",NA,1,""
"p535","UTWM","str1",NA,"1",184,"1","MS","FS",5,7,"80","5","10","0",NA,"21",0,0,"",NA,"6/24/24",357,42,"30","1","1","",NA,1,""
"p536","UTWM","str1",NA,"1",183,"1","CR","FS",5,16,"99","4","9","0",NA,"51",1,25,"chewing",NA,"6/24/24",472,48,"41","1","1","",NA,1,""
"p537","UTWM","str1",NA,"1",187,"1","MS","FS",5,4,"58","6","10","0",NA,"21",0,0,"",NA,"6/24/24",531,45,"23","1","1","",NA,1,""
"p538","UTWM","str1",NA,"1",186,"1","CR","FS",4,6,"65","3","7","0",NA,"37",2,30,"chewing",NA,"6/24/24",335,65,"24","1","1","caterpilar; petals dry !!!",NA,1,""
"p539","UTWM","str1",NA,"1",185,"1","MS","FS",7,9,"116","4","7","0",NA,"26",4,5,"chewing; window",NA,"6/24/24",690,50,"36","1","1","",NA,1,""
"p540","UTWM","str1",NA,"1",188,"1","CR","FS",2,12,"113","5","10","0",NA,"36",1,10,"chewing",NA,"6/24/24",496,43,"41","1","1","leafhopper on inflorescence",NA,1,""
"p541","UTWM","str2",NA,"1",189,"1","CR","FS",4,4,"38","4","8.5","0",NA,"52",0,0,"",NA,"6/24/24",352,74,"14","1","1","BWR",NA,1,""
"p542","UTWM","str2",NA,"1",194,"1","MS","FS",5,7,"51","6","10","0",NA,"39",8,10,"chewing; window",NA,"6/24/24",583,70,"27","1","1","dry petals",NA,1,""
"p543","UTWM","str2",NA,"1",190,"1","CR","FS",5,2,"39","4","8","1",NA,"51",2,5,"window",NA,"6/24/24",333,67,"15","1","1","",NA,1,""
"p544","UTWM","str2",NA,"1",191,"1","CR","FS",5,5,"55","6","11","0",NA,"59",9,5,"chewing; window",NA,"6/24/24",349,62,"15","1","1","",NA,1,""
"p545","UTWM","str2",NA,"1",192,"1","CR","FS",6,4,"44","5","10","1",NA,"52",5,5,"chewing; window",NA,"6/24/24",452,91,"14","1","1","green aphids; orange eggs-ball",NA,1,""
"p546","UTWM","str2",NA,"1",193,"1","CR","FS",3,4,"19","3","7","1",NA,"32",2,5,"chewing; window",NA,"6/24/24",51,56,"10.5","1","1","",NA,1,""
"p547","UTWM","str2",NA,"1",197,"1","MS","FS",4,5,"35",NA,NA,"0",NA,"65",2,5,"chewing",NA,"6/24/24",281,80,"19","1","1","BWR",NA,1,""
"p548","UTWM","str2",NA,"1",196,"1","MS","FS",7,11,"112","6","10","0",NA,"45",1,5,"chewing",NA,"6/24/24",541,65,"31","1","1","",NA,1,""
"p549","UTWM","str2",NA,"1",195,"1","MS","FS",19,24,"95","5","10","0",NA,"123",1,5,"window",NA,"6/24/24",590,6,"35","1","1","2 dead stalks",NA,1,""
"p550","UTWM","str2",NA,"1",200,"1","MS","FS",7,6,"69","6","9","1",NA,"47",0,0,"",NA,"6/24/24",275,44,"22","1","1","",NA,1,""
"p551","UTWM","str2",NA,"1",198,"1","CR","FS",4,6,"45","5","9","1",NA,"36",3,5,"chewing",NA,"6/24/24",431,63,"17","1","1","",NA,1,""
"p552","UTWM","str2",NA,"1",199,"1","CR","FS",3,4,"33","5","9","1",NA,"42",2,5,"window",NA,"6/24/24",353,54,"16","1","1","silver moth",NA,1,""
"p553","SOV","3","1",NA,NA,"","KM","FS",14,10,"122","","","","1","61",4,100,"absent","6.5","7/7/24",354,16,NA,"","","BWR; frts have holes; dry leaves","9.8",2,"RH"
"p554","SOV","3","1",NA,NA,"","KM","FS",65,60,"171","","","","1","157",7,60,"chew; absent","0","7/7/24",290,29,NA,"","","BWR; lvs dry","24",2,"RH"
"p555","SOV","3","1","1",201,"","KM","R",NA,NA,NA,"","","",NA,"54",0,0,"","40","7/7/24",49,30,NA,"","","BWR; nail to W","17",2,""
"p556","SOV","3","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"28",1,5,"chew","52","7/7/24",26,16,NA,"","","","19.5",2,""
"p557","SOV","3","1",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"20",1,5,"chew","55","7/7/24",19,14,NA,"","","","31",2,""
"p558","SOV","3","1",NA,NA,"","KM","SO",0,24,"226","","","","1","22",1,10,"chew","100","7/7/24",540,20,NA,"","","BWR;","93",2,"R/H?"
"p559","SOV","3","2",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"16",1,5,"chew","29.5","7/7/24",29,10,NA,"","","","11",2,""
"p560","SOV","3","2",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"15",3,5,"chew","32","7/7/24",41,14,NA,"","","nail to the W","8",2,""
"p561","SOV","3","2","1",NA,"","MS","R",NA,NA,NA,"","","","1","46",NA,NA,"","2","7/7/24",60,23,NA,"","","BWR","64",2,""
"p562","SOV","3","2",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"16",0,0,"","8","7/7/24",33,13,NA,"","","BWR","86.5",2,""
"p563","SOV","3","2",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"26",0,0,"","35.5","7/7/24",51,12,NA,"","","","60",2,""
"p564","SOV","3","2",NA,NA,"","MS","FS",7,45,NA,"","","",NA,"74",12,95,"chew; absent","97","7/7/24",512,47,NA,"","","seeds collected","99",2,"R"
"p565","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"19",0,0,"","16","7/7/24",54,30,NA,"","","BWR","15.5",2,""
"p566","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"10",0,0,"","16","7/7/24",21,7,NA,"","","","9",2,""
"p567","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"13",0,0,"","44.8","7/7/24",43,19,NA,"","","","6.5",2,""
"p568","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"16",0,0,"","47.5","7/7/24",23,18,NA,"","","","9.5",2,""
"p569","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"10",0,0,"","75","7/7/24",37,4,NA,"","","nail S 3cm; BWR","9",2,""
"p570","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"27",0,0,"","80","7/7/24",40,21,NA,"","","nail to W","5",2,""
"p571","SOV","3","3",NA,NA,"","MS","R",NA,NA,NA,"","","",NA,"18",0,0,"","80","7/7/24",40,9,NA,"","","","7",2,""
"p572","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"17",0,0,"","44","7/7/24",37,16,NA,"","","","23",2,""
"p573","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"21",1,5,"chew","44.5","7/7/24",31,14,NA,"","","","26",2,""
"p574","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"15",0,0,"","46.5","7/7/24",31,11,NA,"","","","27",2,""
"p575","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"14",0,0,"","57","7/7/24",35,13,NA,"","","","26.5",2,""
"p576","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"17",0,0,"","51","7/7/24",39,16,NA,"","","BWR","33",2,""
"p577","SOV","3","3",NA,NA,"","KM","R",NA,NA,NA,"","","",NA,"13",1,5,"chew","53","7/7/24",50,19,NA,"","","BWR","34",2,""
"p578","SOV","3","3",NA,NA,"","KM/CR","R",NA,NA,NA,"","","",NA,"8",0,0,"","47","7/7/24",19,5,NA,"","","","67.5",2,""
"p579","SOV","3","3",NA,NA,"","KM/CR","R",NA,NA,NA,"","","",NA,"21",2,10,"chew","55.5","7/7/24",35,13,NA,"","","","60.5",2,""
"p580","SOV","3","3",NA,NA,"","KM/CR","R",NA,NA,NA,"","","",NA,"17",0,0,"","50","7/7/24",34,16,NA,"","","","84",2,""
"p581","SOV","3","3","1",NA,"","CR","R",NA,NA,NA,"","","",NA,"14",3,5,"chew; window","52.5","7/7/24",70,23,NA,"","","","85",2,""
"p582","SOV","3","3","1",NA,"","KM","R",NA,NA,NA,"","","",NA,"13",1,100,"absent","70.5","7/7/24",75,15,NA,"","","","75.5",2,""
"p583","SOV","3","4","1",NA,"","KM","FS",6,14,"153","","","","1","28",12,60,"chew","6.5","7/7/24",441,15,NA,"","","1 fl gall","50",2,""
"p584","SOV","3","4","1",NA,"","KM","R",0,0,"0","","","","1","52",8,10,"chew; window","13","7/7/24",105,41,NA,"","","BWR; mutiple TCO","60",2,""
"p585","SOV","3","4","1",NA,"","KM","R",0,0,"0","","","",NA,"15",3,5,"chew","19","7/7/24",29,16,NA,"","","","54",2,""
"p586","SOV","3","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","1","7/7/24",19,12,NA,"","","","68",2,""
"p587","SOV","3","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","2","7/7/24",6,5,NA,"","","tiny!!!","67",2,""
"p588","SOV","3","4",NA,NA,"","MS","R",0,0,"0","","","",NA,"20",2,5,"chew","1","7/7/24",20,18,NA,"","","","78",2,""
"p589","SOV","3","4","1",NA,"","KM","R",0,0,"0","","","",NA,"23",2,20,"window","39","7/7/24",38,19,NA,"","","nail to NW","94",2,""
"p590","SOV","3","4","1",NA,"","KM","FS",11,14,"44","","","",NA,"78",2,5,"chew","55","7/7/24",241,32,NA,"","","","97",2,""
"p591","SOV","3","4","1",NA,"","KM","R",0,0,"0","","","",NA,"25",7,5,"chew","70","7/7/24",36,16,NA,"","","nail to the N","90.8",2,""
"p592","SOV","3","4","1",NA,"","MS","FS",15,15,"40","","","","1","82",3,5,"chew","69.5","7/7/24",313,31,NA,"","","","87",2,""
"p593","SOV","3","5","1",NA,"","MS","FS",26,54,"239","","","",NA,"103",6,5,"chew","19.5","7/7/24",655,30,NA,"","","BWR; some FR 1/2 dry","34",2,""
"p594","SOV","3","5",NA,NA,"","MS","FS",47,71,"87","","","","1","126",0,0,"","65.5","7/7/24",680,40,NA,"","","BBWR; some FR 1/2 dry; 1 FL gal","41",2,""
"p595","SOV","3","5",NA,NA,"","KM","FS",3,16,"45","","","","1","18",1,5,"chew","93.5","7/7/24",296,10,NA,"","","","34",2,""
"p596","SOV","3","5","1",NA,"","KM","R",0,0,"0","","","",NA,"25",0,0,"","96","7/7/24",53,24,NA,"","","","90",2,""
"p597","SOV","3","5","1",NA,"","KM","FS",9,17,"113","","","",NA,"22",1,5,"chew","29","7/7/24",335,25,NA,"","","ros leaves too dry to count","94.5",2,""
"p598","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"13",0,0,"","3","7/7/24",36,10,NA,"","","","10.5",2,""
"p599","SOV","3","6","1",NA,"","KM","FS",30,25,"94","","","",NA,"35",2,5,"chew","6.5","7/7/24",271,28,NA,"","","fruits aborted","63",2,""
"p600","SOV","3","6",NA,NA,"","KM","SO",0,8,"35","","","","1","17",0,0,"","16.5","7/7/24",202,17,NA,"","","FR all eaten; 0 fitness","62",2,""
"p601","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"8",0,0,"","36","7/7/24",39,14,NA,"","","BWR","36.5",2,""
"p602","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"9",0,0,"","38","7/7/24",36,5,NA,"","","","37",2,""
"p603","SOV","3","6",NA,NA,"","KM","FS",7,29,"193","","","",NA,"18",2,20,"chew","27.5","7/7/24",400,10,NA,"","","","65",2,""
"p604","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"17",0,0,"","28","7/7/24",64,10,NA,"","","","67",2,""
"p605","SOV","3","6","1",NA,"","KM","R",0,0,"0","","","",NA,"14",0,0,"","29.5","7/7/24",75,14,NA,"","","","69",2,""
"p606","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"9",0,0,"","23","7/7/24",36,15,NA,"","","","85",2,""
"p607","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"15",0,0,"","28","7/7/24",5,7,NA,"","","","8.5",2,""
"p608","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"11",1,5,"chew","55.5","7/7/24",38,8,NA,"","","","44",2,""
"p609","SOV","3","6",NA,NA,"","MS","B",0,0,"0","","","",NA,"22",0,0,"","49","7/7/24",35,20,NA,"","","bolting stalk dried out and broke off","47",2,""
"p610","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"36",0,0,"","51","7/7/24",75,23,NA,"","","","49",2,""
"p611","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"16",0,0,"","49","7/7/24",39,15,NA,"","","","57",2,""
"p612","SOV","3","6",NA,NA,"","KM","FS",9,14,"140","","","",NA,"22",9,75,"chew; absent","99","7/7/24",447,18,NA,"","","","25.5",2,""
"p613","SOV","3","6",NA,NA,"","KM","FS",7,8,"41","","","","1","8",0,0,"","94.5","7/7/24",237,5,NA,"","","leaves dried out; longest FR 10","26.5",2,""
"p614","SOV","3","6","1",210,"","MS","R",0,0,"0","","","",NA,"29",0,0,"","49","7/7/24",34,17,NA,"","","","60.5",2,""
"p615","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"8",0,0,"","43","7/7/24",23,7,NA,"","","","58",2,""
"p616","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"18",0,0,"","51.5","7/7/24",30,11,NA,"","","nail is 4.5 cm to the S","63",2,""
"p617","SOV","3","6","1",NA,"","MS","R",0,0,"0","","","",NA,"54",0,0,"","47","7/7/24",38,23,NA,"","","1/2 of leaves are dead","64",2,""
"p618","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"9",0,0,"","69","7/7/24",25,5,NA,"","","p618 p619 p620 only one nail too close together","2",2,""
"p619","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",1,5,"chew","68","7/7/24",35,15,NA,"","","p618 p619 p620 only one nail too close together","3.5",2,""
"p620","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"9",0,0,"","66","7/7/24",26,10,NA,"","","p618 p619 p620 only one nail too close together","3",2,""
"p621","SOV","3","6","1",NA,"","KM","R",0,0,"0","","","",NA,"14",0,0,"","82","7/7/24",60,15,NA,"","","","45.5",2,""
"p622","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"10",0,0,"","76","7/7/24",25,15,NA,"","","","51",2,""
"p623","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"11",0,0,"","81.5","7/7/24",22,17,NA,"","","","52",2,""
"p624","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"13",0,0,"","71","7/7/24",45,15,NA,"","","","57",2,""
"p625","SOV","3","6",NA,NA,"","KM","R",0,0,"0","","","",NA,"15",0,0,"","71","7/7/24",42,20,NA,"","","","63",2,""
"p626","SOV","3","6","1",NA,"","KM","FS",17,13,"54","","","",NA,"45",5,5,"chew","62","7/7/24",221,36,NA,"","","","66",2,""
"p627","SOV","3","6",NA,NA,"","MS","R",0,0,"0","","","",NA,"12",0,0,"","62","7/7/24",21,17,NA,"","","","82",2,""
"p628","SOV","3","6","1",NA,"","MS","R",0,0,"0","","","",NA,"25",0,0,"","77","7/7/24",70,23,NA,"","","","77",2,""
"p629","SOV","3","7",NA,NA,"","KM","FS",7,21,"125","","","",NA,"11",0,0,"","60","7/7/24",377,25,NA,"","","","48",2,"R"
"p630","SOV","3","7",NA,NA,"","KM","FS",9,36,"249","","","",NA,"18",0,0,"","69","7/7/24",547,28,NA,"","","BWR","46",2,"R"
"p631","SOV","3","8",NA,NA,"","KM","FS",6,27,"201","","","",NA,"17",7,75,"chew; absent","67","7/7/24",444,20,NA,"","","","41",2,"R"
"p632","SOV","3","8",NA,NA,"","KM","FS",15,27,"55","","","",NA,"36",0,0,"","95","7/7/24",251,22,NA,"","","BWR; dried leaves","55",2,"R"
"p633","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"12",0,0,"","48","7/9/24",15,20,NA,"","","","44",2,""
"p634","ARR","2","1","1",NA,"","MS","FS",11,7,"134","","","",NA,"24",0,0,"","33","7/9/24",390,21,NA,"","","","40",2,"hyb"
"p635","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","40","7/9/24",10,12,NA,"","","","39.5",2,""
"p636","ARR","2","1","1",NA,"","MS","FS",4,6,"80","","","",NA,"28",0,0,"","40","7/9/24",292,19,NA,"","","nail to W; 3 pregant fruits","40.5",2,"hyb"
"p637","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","48","7/9/24",7,7,NA,"","","p637-p643 share same nail","30",2,""
"p638","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","46.5","7/9/24",10,11,NA,"","","p637-p643 share same nail","31.5",2,""
"p639","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","45","7/9/24",7,10,NA,"","","p637-p643 share same nail","30",2,""
"p640","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","44","7/9/24",8,5,NA,"","","p637-p643 share same nail","30",2,""
"p641","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","43.5","7/9/24",8,9,NA,"","","p637-p643 share same nail","32",2,""
"p642","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","49","7/9/24",5,6,NA,"","","p637-p643 share same nail","32.5",2,""
"p643","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","44","7/9/24",4,7,NA,"","","p637-p643 share same nail","34",2,""
"p644","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","41","7/9/24",5,10,NA,"","","","30.5",2,""
"p645","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","37","7/9/24",5,7,NA,"","","p645-p646 one nail to the S for both","33",2,""
"p646","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","37.5","7/9/24",5,12,NA,"","","p645-p646 one nail to the S for both","34",2,""
"p647","ARR","2","1","1",NA,"","MS","FS",10,7,"41","","","","1","50",0,0,"","31","7/9/24",295,25,NA,"","","2 flower gals; nail to W","37",2,"hyb"
"p648","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"13",0,0,"","50","7/9/24",15,20,NA,"","","dead stalk; p648-p649 nail to NW","21",2,""
"p649","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","49","7/9/24",10,17,NA,"","","p648-p649 nail to NW","21",2,""
"p650","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","40","7/9/24",3,5,NA,"","","nail to NW","18.5",2,""
"p651","ARR","2","1","1",NA,"","MS","FS",4,5,"66","","","",NA,"27",0,0,"","18","7/9/24",290,22,NA,"","","collected beetle from fruit","45",2,"hyb"
"p652","ARR","2","1","1",NA,"","MS","FS",2,5,"65","","","",NA,"19",0,0,"","20","7/9/24",269,15,NA,"","","","49",2,"hyb"
"p653","ARR","2","1","1",NA,"","MS","R",0,0,"0","","","",NA,"21",0,0,"","24","7/9/24",25,25,NA,"","","dead stalk","32",2,"hyb"
"p654","ARR","2","1",NA,212,"","MS","FS",3,2,"81","","","",NA,"23",0,0,"","24","7/9/24",310,31,NA,"","","","35",2,"str"
"p655","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"8",0,0,"","23","7/9/24",15,21,NA,"","","","35",2,""
"p656","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","21","7/9/24",4,9,NA,"","","","35",2,""
"p657","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"9",0,0,"","11","7/9/24",5,10,NA,"","","","45",2,""
"p658","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","10","7/9/24",7,10,NA,"","","","46",2,""
"p659","ARR","2","1","1",NA,"","MS","R",0,0,"0","","","",NA,"25",2,5,"chew; window","11","7/9/24",21,21,NA,"","","BWR","50",2,"RH"
"p660","ARR","2","1","1",NA,"","MS","B",0,0,"0","","","",NA,"32",2,10,"window","8","7/9/24",40,25,NA,"","","","50",2,"RH"
"p661","ARR","2","1","1",NA,"","MS","FS",6,9,"13","","","",NA,"31",0,0,"","2","7/9/24",240,25,NA,"","","1 fruit aborted","50",2,"hyb"
"p662","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","13","7/9/24",4,7,NA,"","","","45",2,""
"p663","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"10",0,0,"","4","7/9/24",3,10,NA,"","","dead stalk","43",2,""
"p664","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","10.5","7/9/24",5,9,NA,"","","","41",2,""
"p665","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"4",0,0,"","18.5","7/9/24",5,5,NA,"","","","36.5",2,""
"p666","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"7",0,0,"","29","7/9/24",8,7,NA,"","","","20",2,""
"p667","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"5",0,0,"","25","7/9/24",5,10,NA,"","","","21",2,""
"p668","ARR","2","1","1",NA,"","MS","R",0,0,"0","","","",NA,"24",0,0,"","28","7/9/24",15,33,NA,"","","dead stalk","24.5",2,"R/H?"
"p669","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"19",0,0,"","25","7/9/24",21,28,NA,"","","","24.5",2,""
"p670","ARR","2","1",NA,NA,"","MS","FS",5,6,"28","","","",NA,"24",2,5,"chew","22","7/9/24",270,25,NA,"","","2 dried fruits","20.5",2,""
"p671","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"20",3,5,"chew; window","28","7/9/24",21,30,NA,"","","","20",2,""
"p672","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"18",0,0,"","32.5","7/9/24",16,23,NA,"","","old stalk","21",2,""
"p673","ARR","2","1",NA,NA,"","MS","R",0,0,"0","","","",NA,"6",0,0,"","36","7/9/24",7,7,NA,"","","on tiny cliff","20",2,""
"p674","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",0,0,"","3","7/9/24",9,7,NA,"","","","50.5",2,""
"p675","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"5",0,0,"","9","7/9/24",2,3,NA,"","","p675-p676 share a nail","36",2,""
"p676","ARR","2","1",NA,NA,"","KM","R",0,0,"0","","","",NA,"6",0,0,"","9","7/9/24",2,2,NA,"","","p675-p676 share a nail","36",2,""
